0;]0, 2]
1;]0, 2]
2;]0, 2]
3;]2, 4]
4;]2, 4]
5;]4, 6]
6;]4, 6]
7;]6, 8]
8;]6, 8]
9;]8, 10]
10;]8, 10]
11;]10, 15]
12;]10, 15]
13;]10, 15]
14;]10, 15]
15;]10, 15]
16;]15, 20]
17;]15, 20]
18;]15, 20]
19;]15, 20]
20;]15, 20]
21;]20, 25]
22;]20, 25]
23;]20, 25]
24;]20, 25]
25;]20, 25]
26;]25, 30]
27;]25, 30]
28;]25, 30]
29;]25, 30]
30;]25, 30]
31;]30, 40]
32;]30, 40]
33;]30, 40]
34;]30, 40]
35;]30, 40]
36;]30, 40]
37;]30, 40]
38;]30, 40]
39;]30, 40]
40;]30, 40]
41;]40, 50]
42;]40, 50]
43;]40, 50]
44;]40, 50]
45;]40, 50]
46;]40, 50]
47;]40, 50]
48;]40, 50]
49;]40, 50]
50;]40, 50]
51;]50, 60]
52;]50, 60]
53;]50, 60]
54;]50, 60]
55;]50, 60]
56;]50, 60]
57;]50, 60]
58;]50, 60]
59;]50, 60]
60;]50, 60]
61;]60, 70]
62;]60, 70]
63;]60, 70]
64;]60, 70]
65;]60, 70]
66;]60, 70]
67;]60, 70]
68;]60, 70]
69;]60, 70]
70;]60, 70]
71;]70, 80]
72;]70, 80]
73;]70, 80]
74;]70, 80]
75;]70, 80]
76;]70, 80]
77;]70, 80]
78;]70, 80]
79;]70, 80]
80;]70, 80]
81;]80, 100]
82;]80, 100]
83;]80, 100]
84;]80, 100]
85;]80, 100]
86;]80, 100]
87;]80, 100]
88;]80, 100]
89;]80, 100]
90;]80, 100]
91;]80, 100]
92;]80, 100]
93;]80, 100]
94;]80, 100]
95;]80, 100]
96;]80, 100]
97;]80, 100]
98;]80, 100]
99;]80, 100]
100;]80, 100]
101;]100, 120]
102;]100, 120]
103;]100, 120]
104;]100, 120]
105;]100, 120]
106;]100, 120]
107;]100, 120]
108;]100, 120]
109;]100, 120]
110;]100, 120]
111;]100, 120]
112;]100, 120]
113;]100, 120]
114;]100, 120]
115;]100, 120]
116;]100, 120]
117;]100, 120]
118;]100, 120]
119;]100, 120]
120;]100, 120]
121;>120
122;>120
123;>120
124;>120
125;>120
126;>120
127;>120
128;>120
129;>120
130;>120
131;>120
132;>120
133;>120
134;>120
135;>120
136;>120
137;>120
138;>120
139;>120
140;>120
NULL;NULL
;NULL